nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
3599.9919	-1.00
0.0240	-1.00
1.4880	-1.00
173.7520	-1.00
130.7280	-1.00
3599.9680	-1.00
3599.9880	-1.00
3599.9961	-1.00
3599.9961	-1.00
0.5200	-1.00
13.3720	-1.00
3599.9961	-1.00
90.5280	-1.00
6.2440	-1.00
3599.9961	-1.00
6.0160	-1.00
3599.9839	-1.00
14.5760	-1.00
6.3280	-1.00
3599.9961	-1.00
3599.9961	-1.00
3599.9561	-1.00
1.5120	-1.00
0.1760	-1.00
2.9880	-1.00
0.8320	-1.00
3599.9919	-1.00
2.5320	-1.00
5.3040	-1.00
4.4880	-1.00
15.3360	-1.00
12.1480	-1.00
3599.9961	-1.00
0.7120	-1.00
3599.9961	-1.00
3599.9919	-1.00
3599.9919	-1.00
3599.9919	-1.00
nan	-1.00
1096.7440	-1.00
0.0080	-1.00
0.0080	-1.00
0.0200	-1.00
0.0280	-1.00
3237.9641	-1.00
75.3320	-1.00
74.1920	-1.00
81.5000	-1.00
3599.9961	-1.00
3599.9961	-1.00
1477.4640	-1.00
45.4320	-1.00
1.4280	-1.00
3599.9961	-1.00
3599.9961	-1.00
1.9800	-1.00
3599.9961	-1.00
3599.9961	-1.00
3599.9961	-1.00
71.1160	-1.00
1.9760	-1.00
3599.9961	-1.00
2260.9880	-1.00
3599.9961	-1.00
135.1440	-1.00
0.0080	-1.00
0.0000	-1.00
3599.9961	-1.00
0.0200	-1.00
0.0120	-1.00
0.0240	-1.00
0.8200	-1.00
0.3240	-1.00
3599.9961	-1.00
nan	-1.00
0.0960	-1.00
3599.9961	-1.00
0.0000	-1.00
3599.9441	-1.00
0.7640	-1.00
3599.9961	-1.00
3599.9680	-1.00
17.2720	-1.00
0.0280	-1.00
0.1040	-1.00
3599.9961	-1.00
0.0800	-1.00
0.3000	-1.00
3599.9961	-1.00
3599.9919	-1.00
1489.8960	-1.00
1752.6360	-1.00
3599.9961	-1.00
nan	-1.00
3599.9961	-1.00
3599.9961	-1.00
0.1240	-1.00
2.0040	-1.00
0.0040	-1.00
0.0320	-1.00
0.0160	-1.00
0.3520	-1.00
0.0160	-1.00
0.0120	-1.00
0.0760	-1.00
0.0080	-1.00
0.0120	-1.00
0.5120	-1.00
0.0240	-1.00
0.7440	-1.00
0.0600	-1.00
3.8920	-1.00
0.1480	-1.00
0.1080	-1.00
0.1680	-1.00
0.6880	-1.00
0.0000	-1.00
0.1400	-1.00
0.0040	-1.00
0.0120	-1.00
0.0120	-1.00
7.9920	-1.00
nan	-1.00
nan	-1.00
1.1840	-1.00
0.0080	-1.00
0.0040	-1.00
0.0040	-1.00
0.0680	-1.00
0.1200	-1.00
0.0120	-1.00
0.0920	-1.00
0.1880	-1.00
0.1600	-1.00
0.1960	-1.00
0.1920	-1.00
0.1720	-1.00
0.2800	-1.00
0.0800	-1.00
0.1920	-1.00
0.0240	-1.00
0.2200	-1.00
0.1120	-1.00
3599.9961	-1.00
3.7360	-1.00
0.0240	-1.00
0.1120	-1.00
0.2720	-1.00
0.1000	-1.00
0.0600	-1.00
0.0880	-1.00
0.0000	-1.00
0.0120	-1.00
7.2440	-1.00
0.0240	-1.00
839.9680	-1.00
0.0120	-1.00
0.0400	-1.00
1.0720	-1.00
0.1560	-1.00
0.1360	-1.00
0.0080	-1.00
0.6720	-1.00
0.6720	-1.00
1.4200	-1.00
0.2320	-1.00
1.5840	-1.00
0.7520	-1.00
0.0560	-1.00
0.0120	-1.00
0.0040	-1.00
0.0000	-1.00
0.0520	-1.00
0.0120	-1.00
0.0160	-1.00
0.0040	-1.00
0.0320	-1.00
0.0040	-1.00
0.0240	-1.00
0.2640	-1.00
0.0200	-1.00
0.0040	-1.00
0.0000	-1.00
0.0000	-1.00
0.0040	-1.00
0.0000	-1.00
0.0000	-1.00
