nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
nan	-1.00
3599.9800	-1.00
0.0240	-1.00
4.0160	-1.00
2.4760	-1.00
0.7000	-1.00
3599.9839	-1.00
21.7400	-1.00
3599.9961	-1.00
3599.9880	-1.00
0.5360	-1.00
18.5560	-1.00
3599.9961	-1.00
3.0640	-1.00
5.9520	-1.00
3599.9961	-1.00
5.2040	-1.00
3599.9121	-1.00
5.2800	-1.00
0.8120	-1.00
66.9840	-1.00
3599.9961	-1.00
3599.9800	-1.00
1.4600	-1.00
0.2400	-1.00
0.1920	-1.00
0.0520	-1.00
3599.9961	-1.00
1.0800	-1.00
23.2840	-1.00
7.3640	-1.00
15.6440	-1.00
7.9240	-1.00
3599.9961	-1.00
0.4040	-1.00
3.4160	-1.00
3599.9919	-1.00
3599.9919	-1.00
3599.9919	-1.00
nan	-1.00
936.2640	-1.00
0.0040	-1.00
0.0080	-1.00
0.0240	-1.00
0.0160	-1.00
2529.8601	-1.00
2.7800	-1.00
2.7120	-1.00
2.9920	-1.00
3599.9961	-1.00
1642.7000	-1.00
429.9880	-1.00
5.9560	-1.00
1.4560	-1.00
3599.9961	-1.00
3599.9961	-1.00
0.8680	-1.00
3599.9961	-1.00
3599.9961	-1.00
3599.9919	-1.00
3.1720	-1.00
0.6720	-1.00
1.2480	-1.00
192.1640	-1.00
3599.9961	-1.00
10.7400	-1.00
0.0080	-1.00
0.0000	-1.00
3599.9961	-1.00
0.0120	-1.00
0.0120	-1.00
0.0240	-1.00
0.9600	-1.00
0.3480	-1.00
3599.9961	-1.00
nan	-1.00
0.1080	-1.00
11.4600	-1.00
0.0000	-1.00
3599.9600	-1.00
0.4200	-1.00
3600.0000	-1.00
3599.9961	-1.00
9.4280	-1.00
0.0360	-1.00
0.0760	-1.00
2730.5039	-1.00
0.0800	-1.00
0.2720	-1.00
3599.9961	-1.00
3599.9961	-1.00
667.8200	-1.00
766.6680	-1.00
3599.9961	-1.00
nan	-1.00
3599.9961	-1.00
3599.9961	-1.00
0.0760	-1.00
2.2480	-1.00
0.0000	-1.00
0.0120	-1.00
0.0200	-1.00
0.3560	-1.00
0.0120	-1.00
0.0120	-1.00
0.0480	-1.00
0.0080	-1.00
0.0160	-1.00
0.3720	-1.00
0.0200	-1.00
0.2520	-1.00
0.0480	-1.00
0.5480	-1.00
0.1200	-1.00
0.0760	-1.00
0.0080	-1.00
0.0280	-1.00
0.0000	-1.00
0.0200	-1.00
0.0000	-1.00
0.0080	-1.00
0.0120	-1.00
0.0240	-1.00
nan	-1.00
nan	-1.00
1.4840	-1.00
0.0120	-1.00
0.0040	-1.00
0.0000	-1.00
0.0440	-1.00
0.1440	-1.00
0.0080	-1.00
0.0120	-1.00
0.1440	-1.00
0.1360	-1.00
0.1920	-1.00
0.2080	-1.00
0.1560	-1.00
0.3240	-1.00
0.0520	-1.00
0.1400	-1.00
0.0280	-1.00
0.0760	-1.00
0.1560	-1.00
17.6640	-1.00
1.2240	-1.00
0.0320	-1.00
0.0720	-1.00
0.0800	-1.00
0.0800	-1.00
0.0560	-1.00
0.1800	-1.00
0.0000	-1.00
0.0080	-1.00
0.0120	-1.00
0.0160	-1.00
0.1720	-1.00
0.0120	-1.00
0.0360	-1.00
0.4880	-1.00
0.1200	-1.00
0.1360	-1.00
0.0080	-1.00
0.2320	-1.00
0.4400	-1.00
0.5400	-1.00
0.1760	-1.00
0.6480	-1.00
0.2320	-1.00
0.0200	-1.00
0.0080	-1.00
0.0000	-1.00
0.0120	-1.00
0.0400	-1.00
0.0160	-1.00
0.0160	-1.00
0.0040	-1.00
0.0040	-1.00
0.0120	-1.00
0.0160	-1.00
0.0200	-1.00
0.0240	-1.00
0.0040	-1.00
0.0040	-1.00
0.0000	-1.00
0.0000	-1.00
0.0000	-1.00
0.0040	-1.00
0.0240	-1.00
